_REC_TIME,gen_LATI,gen_LONG,Penggunaan,Pengenal,Status_T_1,Affilias_1,Potensi__1,HKM,Status_P_1,Posisi_B_1,KECAMATAN,DESA
05/22/2025 13:28:29.882 GMT+07:00,"-7,96689407060","112,09944326400",Masjid,Masjid LDII,SHW,BH LDII,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:30:07.667 GMT+07:00,"-7,96747514057","112,09973428400",Musholla,al hidayah,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:34:12.329 GMT+07:00,"-7,96970046530","112,09759891000",Pendidikan,yayasan pendidikan nuril,SHM,BH LDII,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:35:12.710 GMT+07:00,"-7,96956167293","112,09756504700",Masjid,masjid al falah,SHM,BH LDII,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:36:10.403 GMT+07:00,"-7,96740773728","112,09710571900",Masjid,an nur,Perlu Konfirmasi,Perorangan/Desa,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:37:58.689 GMT+07:00,"-7,96614432380","112,09696590900",Masjid,baiturrohmatullah,Perlu Konfirmasi,BH LDII,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:41:33.593 GMT+07:00,"-7,96874253534","112,09453113400",Musholla,nurul huda,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:42:09.990 GMT+07:00,"-7,96872327726","112,09444295600",Musholla,nurul huda,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:43:46.029 GMT+07:00,"-7,97048440613","112,09213726200",Musholla,al husna,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:45:35.393 GMT+07:00,"-7,96676457632","112,08981379900",Masjid,sadariyah,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:46:33.403 GMT+07:00,"-7,96670480918","112,08946947000",Gereja Katholik,pepanthan,SHM,Diluar Agama Islam,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:49:24.837 GMT+07:00,"-7,96978314268","112,08565771600",Masjid,darul huda,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:50:50.951 GMT+07:00,"-7,96945807733","112,08887033200",Musholla,baitussalam,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:54:44.145 GMT+07:00,"-7,97215820184","112,08513803800",Musholla,al mukaromah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:56:09.726 GMT+07:00,"-7,97154858380","112,08745345500",Lainnya,aula makam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:57:14.169 GMT+07:00,"-7,97357067974","112,08601445000",Musholla,nurul hikmah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 13:59:19.327 GMT+07:00,"-7,97536864395","112,09415763600",Masjid,baiturrohman shw lama,SHW,Perorangan/Desa,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:00:11.448 GMT+07:00,"-7,97569968080","112,09729246800",Musholla,al faqih,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:02:01.236 GMT+07:00,"-7,97853091657","112,09634799500",Musholla,baitul muttaqin,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:04:03.609 GMT+07:00,"-7,98109252570","112,08856388900",Musholla,sabilil huda,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:06:07.942 GMT+07:00,"-7,97960636274","112,08933737100",Masjid,sabilil huda,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:07:48.648 GMT+07:00,"-7,97923249658","112,08711717300",Pendidikan,tpq umarul faruq,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:07:51.760 GMT+07:00,"-7,97933575944","112,08708263900",Musholla,umarul faruq,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Batuaji
05/22/2025 14:29:15.821 GMT+07:00,"-7,96797253580","112,05150246600",Pertanian,al hidayah,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ringinrejo,Selodono
05/22/2025 14:31:59.448 GMT+07:00,"-7,97020217369","112,04948645100",Masjid,Al Huda,SHW,Yayasan,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Selodono
05/22/2025 14:33:07.938 GMT+07:00,"-7,96876312082","112,05134756900",Masjid,Al Huda,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Selodono
05/22/2025 14:34:15.718 GMT+07:00,"-7,96984456997","112,05143105200",Masjid,Al Huda,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Selodono
05/22/2025 14:36:34.621 GMT+07:00,"-7,96931031962","112,04773530400",Masjid,Al Huda,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Selodono
05/22/2025 14:38:09.264 GMT+07:00,"-7,97156219684","112,05177739300",Masjid,Al Huda,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Selodono
05/22/2025 07:42:22.756 GMT+07:00,"-7,95648614102","112,05414176000",Masjid,jami asyiyah,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:44:40.748 GMT+07:00,"-7,95685139438","112,05673009200",Musholla,ar rohman,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:46:03.131 GMT+07:00,"-7,95741487989","112,05888927000",Masjid,al ikhlas,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:47:04.036 GMT+07:00,"-7,95761278021","112,06319756800",Masjid,nurul huda,SHM,BH NU,"Tidak ada, tidak bersedia",HKM biaya,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:48:27.868 GMT+07:00,"-7,95818722216","112,06552673100",Musholla,jannatul mustaqim,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:50:07.685 GMT+07:00,"-7,96080308200","112,06723999200",Masjid,baitur rohman,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:51:52.665 GMT+07:00,"-7,96079666713","112,06369666700",Musholla,roudlotul jannah,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:53:18.009 GMT+07:00,"-7,96058758375","112,06015124900",Pendidikan,tpq al amin,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:53:55.881 GMT+07:00,"-7,96035714507","112,06015728400",Masjid,al amin,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:55:18.623 GMT+07:00,"-7,96029704517","112,05526661100",Masjid,sabulus salam,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 07:57:48.256 GMT+07:00,"-7,96359424308","112,05223906800",Masjid,hidayatul mubtadiin,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:00:00.348 GMT+07:00,"-7,96522523376","112,05339442900",Musholla,baitur rohman,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:01:23.819 GMT+07:00,"-7,96527504001","112,05604445200",Lainnya,peruntukan masjid tumpang kulon,SHW,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:02:09.929 GMT+07:00,"-7,96529230699","112,06034101500",Masjid,al hidayah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:03:18.514 GMT+07:00,"-7,96347271499","112,06105649500",Pendidikan,mi purwodadi,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:04:06.351 GMT+07:00,"-7,96152494712","112,06090997900",Masjid,sabilit taqwa,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:05:21.021 GMT+07:00,"-7,96251543524","112,06038225400",Pendidikan,mi al miftahiyah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:06:57.431 GMT+07:00,"-7,96561438659","112,06249281800",Musholla,baitus salam,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:07:38.975 GMT+07:00,"-7,96469562840","112,06500034800",Musholla,al ihlas shm lama,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:09:02.547 GMT+07:00,"-7,96702589143","112,06557836400",Masjid,mambaul ulum,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:09:54.073 GMT+07:00,"-7,96677420537","112,07000836700",Musholla,nurul janah shm lama,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:11:16.495 GMT+07:00,"-7,96684924570","112,07064271000",Pendidikan,ponpes subulul muhtadin,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:13:47.362 GMT+07:00,"-7,96704448581","112,06536110500",Lainnya,mambaul ulum,SHM,BH NU,Wakaf Sebagian,Tidak ada,Belum,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:15:09.657 GMT+07:00,"-7,96679246700","112,05768495800",Musholla,baitussalam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:16:11.572 GMT+07:00,"-7,97082773221","112,06440556800",Musholla,darul hikmah,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:20:27.948 GMT+07:00,"-7,96974960696","112,06243850300",Musholla,darussalam,SHM,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:31:12.536 GMT+07:00,"-7,97685482309","112,06310872000",Musholla,ittihatul umam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:32:20.502 GMT+07:00,"-7,97698995972","112,06084393000",Masjid,baitul huda shw lama,SHW,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:33:26.026 GMT+07:00,"-7,97705570196","112,05901835100",Musholla,darussalam,SHW,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,BPN,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:34:03.866 GMT+07:00,"-7,97667054481","112,05756492900",Musholla,ainul yaqien,C Desa/Petok,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:36:16.151 GMT+07:00,"-7,97452926262","112,05525856500",Musholla,al hikmah,SHW,BH NU,"Tidak ada, SHAT sesuai",HKM biaya,Sudah,BPN,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:36:55.933 GMT+07:00,"-7,97625816069","112,05309771000",Pendidikan,mi purwodadi,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:38:22.198 GMT+07:00,"-7,97739669880","112,05888390500",Pendidikan,madin al hikmah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:38:29.846 GMT+07:00,"-7,97416867405","112,05281507200",Musholla,al muttaqin,SHW,BH NU,"Tidak ada, tidak bersedia",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:40:47.096 GMT+07:00,"-7,97290993075","112,05691415800",Masjid,sabilil muttaqin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:42:40.861 GMT+07:00,"-7,97290030171","112,05652590800",Masjid,makam sabilil muttaqin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:44:56.116 GMT+07:00,"-7,97214193220","112,05847319200",Pendidikan,ponpes rohmatul ummah,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:45:21.925 GMT+07:00,"-7,97252078511","112,05948505600",Pertanian,mushola darus salam,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:46:01.640 GMT+07:00,"-7,97221830083","112,05988068100",Pertanian,masjid sabilil muttaqin,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:53:45.797 GMT+07:00,"-7,96809339929","112,05212574500",Pertanian,masjid selodono,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 08:54:38.033 GMT+07:00,"-7,96884114960","112,05211032200",Pertanian,masjid selodono,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ringinrejo,Purwodadi
05/22/2025 09:16:25.640 GMT+07:00,"-7,91822306364","111,97177950300",Musholla,Muaholla Al Yusuf,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:20:03.490 GMT+07:00,"-7,91964602225","111,96987748100",Musholla,Musholla Nurkhasani,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:21:55.075 GMT+07:00,"-7,91968520661","111,96998275800",Musholla,Musholla Nurkhasani,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:26:26.691 GMT+07:00,"-7,92184138607","111,96844384100",Masjid,Masjid Baitu Muttaqien,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:29:33.888 GMT+07:00,"-7,92194598982","111,96833789300",Masjid,Masjid Baitul Muttaqien,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:33:54.459 GMT+07:00,"-7,92039950663","111,96407116900",Musholla,Musholla Al Kautsar,SHM,BH NU,Wakaf Seluruhnya,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:38:25.829 GMT+07:00,"-7,91925516609","111,96365576200",Pertanian,Kesejahteraan TK Kusuma Mulia,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:42:39.843 GMT+07:00,"-7,91829645282","111,96634266500",Musholla,Musholla Al Akbar,SHW,Perorangan/Desa,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:46:18.643 GMT+07:00,"-7,91442140003","111,96730691900",Musholla,Musholla Al Amin,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:53:43.719 GMT+07:00,"-7,91584271107","111,96596615000",Pertanian,Kesejahteraan Masjid Usuludin Idris,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:57:38.282 GMT+07:00,"-7,91236414329","111,96605701000",Masjid,Masjid Baitul Asror,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 09:58:57.515 GMT+07:00,"-7,91219112722","111,96610227200",Masjid,Masjid Baitul Asror,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 10:03:42.361 GMT+07:00,"-7,91068014118","111,96582499900",Pertanian,Kesejahteraan Anak Yatim Desa Seketi,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Seketi
05/22/2025 10:08:20.818 GMT+07:00,"-7,90917844693","111,96435380700",Lainnya,Makam Desa Seketi,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ngadiluwih,Seketi
05/22/2025 10:30:40.722 GMT+07:00,"-7,90577354711","111,96785241400",Musholla,Musholla Al Hidayah,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:35:07.483 GMT+07:00,"-7,90584361779","111,96810588200",Pendidikan,Ponpes Rohmatan Lil' Alamin,SHM,Yayasan,Wakaf Sebagian,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:41:43.598 GMT+07:00,"-7,90790190425","111,96993917200",Musholla,Musholla Al Hikmah,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:42:58.846 GMT+07:00,"-7,90793444802","111,97000455100",Musholla,Musholla Al Hikmah,SHW,Perorangan/Desa,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:44:23.808 GMT+07:00,"-7,90799521970","111,96993313700",Musholla,Musholla Al Hikmah,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:46:56.020 GMT+07:00,"-7,90804669420","111,97153039300",Musholla,Musholla Fastabiqul Khoirot,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:52:34.183 GMT+07:00,"-7,90576557732","111,97261501100",Masjid,MASJID ABUBAKAR ASH SHIDDIQ MA'HAD AL HUSNA AS SALAFIYAH KEDIRI,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:55:03.192 GMT+07:00,"-7,90594722958","111,97256874300",Masjid,MASJID ABUBAKAR ASH SHIDDIQ MA'HAD AL HUSNA AS SALAFIYAH KEDIRI,SHW,Yayasan,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 10:57:27.991 GMT+07:00,"-7,90581339787","111,97234142600",Masjid,MASJID ABUBAKAR ASH SHIDDIQ MA'HAD AL HUSNA AS SALAFIYAH KEDIRI,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 11:03:47.458 GMT+07:00,"-7,90500376341","111,96964915800",Masjid,Masjid At Taqwa,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 11:05:28.585 GMT+07:00,"-7,90484668423","111,96970716100",Masjid,Masjid At Taqwa,C Desa/Petok,BH NU,Daftar dari C Desa/Petok,Tidak ada,Tidak ada,PIC Badan Keagamaan,Kecamatan Ngadiluwih,Bangle
05/22/2025 11:06:27.967 GMT+07:00,"-7,90473443804","111,96977388100",Masjid,Masjid At Taqwa,SHM,BH NU,Wakaf Sebagian,Tidak ada,Sudah,PIC Badan Keagamaan,Kecamatan Ngadiluwih,Bangle
05/22/2025 11:09:38.668 GMT+07:00,"-7,90540333310","111,96872000000",Pendidikan,Madrasa Diniyah Ula,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Bangle
05/22/2025 13:10:41.931 GMT+07:00,"-7,91405013201","111,97935573800",Masjid,Masjid  Roudlotul Muttaqin,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:16:50.647 GMT+07:00,"-7,91335275722","111,98109246800",Musholla,Musholla Al Kahfi,SHM,BH Muhammadiyah,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:20:48.925 GMT+07:00,"-7,91135726323","111,98153905600",Musholla,Musholla Toriqul Jannah,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:25:55.306 GMT+07:00,"-7,91039820012","111,98302265300",Musholla,Mushola Al -Kautsar,SHM,Perorangan/Desa,Wakaf Seluruhnya,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:29:09.002 GMT+07:00,"-7,90797728722","111,98346085800",Musholla,Musholla As Salam,SHW,Perorangan/Desa,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:33:12.205 GMT+07:00,"-7,90818218606","111,98168121300",Musholla,Musholla Al Ihklas,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:40:18.405 GMT+07:00,"-7,90683224701","111,98101770100",Masjid,MASJID HIDAYATUL MUTTAQIN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:41:29.014 GMT+07:00,"-7,90691499993","111,98112500000",Masjid,MASJID HIDAYATUL MUTTAQIN,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:44:38.838 GMT+07:00,"-7,90524999959","111,98039833300",Musholla,Musholla Ulul Albab,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:48:37.393 GMT+07:00,"-7,90337333301","111,97971833300",Musholla,Musholla Al Muthohir,SHW,BH NU,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:52:27.852 GMT+07:00,"-7,90378631878","111,98109816800",Musholla,Musholla An Nur,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 13:57:57.532 GMT+07:00,"-7,90235433908","111,98044270300",Pertanian,Yayasan Mujahidin,SHW,Yayasan,"Tidak ada, SHAT sesuai",Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 14:10:53.021 GMT+07:00,"-7,90307365013","111,98373612000",Pertanian,Kesejateraan Madrasah Sanawiah Annidhom,SHM,Yayasan,Wakaf Seluruhnya,HKM biaya,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
05/22/2025 14:14:34.561 GMT+07:00,"-7,90322707717","111,98280606400",Musholla,Musholla Sulaiman,SHM,Perorangan/Desa,Wakaf Sebagian,Tidak ada,Tidak ada,Tidak Ada,Kecamatan Ngadiluwih,Branggahan
